華語,台語漢字,臺羅
冬葵子,研仔礅草,G?ng-?-t?n-tsh?u
冬葵子,倒吊風,T?-ti?u-hong
冬葵子,磨仔礅草,B?-?-t?n-tsh?u
風鈴花,風鈴花,Hong-l?ng-hue
芙蓉,芙蓉,Ph?-i?ng
芙蓉,山芙蓉,Suann-ph?-i?ng
芙蓉,木芙蓉,Bo?k-h?-i?ng
芙蓉,狗頭芙蓉,K?u-th?u-ph?-i?ng
朱槿,大紅花,Tu?-?ng-hue
洛神葵,山茄,Suann-ki?
洛神葵,紅葵,?ng-khu?
洛神葵,紅角葵,?ng-kak-khu?
洛神葵,洛神花,Lo?k-s?n-hue
裂瓣朱槿,燈籃花,Ting-n?-hue
木槿,水錦花,Tsu?-g?m-hue
山芙蓉,狗頭芙蓉,K?u-th?u-ph?-i?ng
黃槿,河麻,H?-mu?
黃槿,饅頭粿,B?n-th?u-ku?
黃槿,鹽水饅頭粿,I?m-tsu?-b?n-th?u-ku?
黃槿,粿葉,Ku?-hio?h
黃槿,粿葉樹,Ku?-hio?h-tsh?u
南美朱槿,大紅袍,Tu?-?ng-ph?u
南美朱槿,風鈴花,Hong-l?ng-hue
南美朱槿,大紅花,Tu?-?ng-hue
賽葵,苦麻賽葵,Kh?o-mu?-s?i-khu?
賽葵,賽葵,S?i-khu?
賽葵,黃花草,N?g-hue-tsh?u
賽葵,苦麻,Kh?o-mu?
穗花賽葵,穗花賽葵,Su?-hue-s?i-khu?
細葉金午時花,地索仔,T?-soh-?
細葉金午時花,柑仔蜜,Kam-?-bi?t
細葉金午時花,欶血仔草,Suh-hueh-?-tsh?u
細葉金午時花,細葉金午時花,S?-hio?h-kim-g?o-s?-hue
細葉金午時花,針葉四米草,Tsiam-hio?h-s?-b?-tsh?u
圓葉金午時花,細號欶血仔草,S?-h?-suh-hueh-?-tsh?u
圓葉金午時花,圓葉欶血仔草,?nn-hio?h-suh-hueh-?-tsh?u
薄葉金午時花,欶血仔,Suh-hueh-?
金午時花,大號欶血仔草,Tu?-h?-suh-hueh-?-tsh?u
金午時花,徛仔欶血仔,Khi?-?-suh-hueh-?
金午時花,四米草,S?-b?-tsh?u
金午時花,鬼柳根,Ku?-l?u-kin
恆春金午時花,金午時花,Kim-g?o-s?-hue
恆春金午時花,四米草,S?-b?-tsh?u
恆春金午時花,大號欶血仔草,Tu?-h?-suh-hueh-?-tsh?u
恆春金午時花,山雞牢,Suann-ke-l?
恆春金午時花,土黃耆,Th?o-n?g-k?
澎湖金午時花,鴨喙花,Ah-tshu?-hue
澎湖金午時花,石莧,Tsio?h-h?ng
澎湖金午時花,金午時花,Kim-g?o-s?-hue
澎湖金午時花,澎湖金午時花,Ph?nn-?o-kim-g?o-s?-hue
繖楊,恆春黃槿,H?ng-tshun-n?g-k?n
繖楊,肖槿,Siau-k?n
繖楊,桐棉,T?ng-m?
野棉花,八角草,Peh-kak-tsh?u
野棉花,牛蝨母,G?-sat-b?
野棉花,肖梵天花,Si?u-hu?n-thian-hue
野棉花,蝨母子,Sat-b?-ts?
野棉花,蝨母子草,Sat-b?-ts?-tsh?u
梵天花,三角楓,Sann-kak-png
梵天花,梵天花,Hu?n-thian-hue
梵天花,狗跤跡,K?u-kha-jiah
梵天花,蝨母頭,Sat-b?-th?u
梵天花,鐵包金,Thih-pau-kim
梵天花,山棉花,Suann-m?-hue
梵天花,野棉花,I?-m?-hue
梵天花,野木棉,I?-bo?k-m?
猴尾藤,猴尾藤,K?u-bu?-t?n
猴尾藤,風車藤,Hong-tshia-t?n
猴尾藤,虎尾藤,H?o-bu?-t?n
猴尾藤,牛牽藤,G?-khan-t?n
猴尾藤,紅藥頭,?ng-io?h-th?u
刺葉黃褥花,紅花金虎尾,?ng-hue-kim-h?o-bu?
刺葉黃褥花,櫟葉櫻花,Li?k-hio?h-ing-hue
刺葉黃褥花,櫟葉櫻桃,Li?k-hio?h-ing-th?
刺葉黃褥花,黃褥花,N?g-jio?k-hue
黃褥花,金虎尾,Kim-h?o-bu?
黃褥花,鐵甲櫻桃,Thih-kah-ing-th?
黃褥花,六月雪,La?k-gue?h-seh
黃褥花,美國櫻桃,B?-kok-ing-th?
黃褥花,黃褥花,N?g-jio?k-hue
黃褥花,大果黃褥花,Tu?-k?-n?g-jio?k-hue
三星果藤,恆春藤,H?ng-tshun-t?n
三星果藤,星果藤,Sing-k?-t?n
三星果藤,貼肉刺,Tah-bah-tsh?
蒺藜,三角丁,Sann-kak-ting
蒺藜,三跤虎,Sann-kha-h?o
蒺藜,三跤馬仔,Sann-kha-b?-?
蒺藜,蒺藜,Tsi?k-l?
蒺藜,白蒺藜,Pe?h-tsi?k-l?
屏東鐵莧,屏東鐵莧,P?n-tong-thih-h?ng
屏東鐵莧,鐵莧,Thih-h?ng
台灣鐵莧,台灣鐵莧,T?i-u?n-thih-h?ng
台灣鐵莧,台灣鐵莧菜,T?i-u?n-thih-h?ng-tsh?i
台灣鐵莧,鐵莧,Thih-h?ng
鐵莧菜,金石榴,Kim-sia?h-l?u
鐵莧菜,海蚌含珠,H?i-p?ng-k?m-tsu
鐵莧菜,茶絲?,T?-si-h?ng
鐵莧菜,榎草,K?-tsh?u
鐵莧菜,鐵莧菜,Thih-h?ng-tsh?i
蘭嶼鐵莧,蘭嶼鐵莧,L?n-s?-thih-h?ng
蘭嶼鐵莧,鐵莧,Thih-h?ng
紅頭鐵莧,紅頭嶼鐵莧,?ng-th?u-s?-thih-h?ng
紅頭鐵莧,紅頭鐵莧,?ng-th?u-thih-h?ng
紅頭鐵莧,鐵莧,Thih-h?ng
尖尾鐵莧,長柄鐵莧,Tn?g-p?nn-thih-h?ng
尖尾鐵莧,頭鐵莧,Th?u-thih-h?ng
尖尾鐵莧,鐵莧,Thih-h?ng
恆春鐵莧,恆春鐵莧,H?ng-tshun-thih-h?ng
小葉鐵莧,細葉鐵莧,S?-hio?h-thih-h?ng
小葉鐵莧,鐵莧,Thih-h?ng
花蓮鐵莧,花蓮鐵莧,Hua-li?n-thih-h?ng
花蓮鐵莧,花蓮鐵莧菜,Hua-li?n-thih-h?ng-tsh?i
花蓮鐵莧,鐵莧,Thih-h?ng
台灣山麻桿,台灣山麻骨,T?i-u?n-suann-mu?-kut
罌子桐,油桐,?u-t?ng
光桐,三年桐,Sann-n?-t?ng
光桐,油桐,?u-t?ng
光桐,桐子樹,T?ng-ts?-tsh?u
廣東油桐,千年桐,Tshian-n?-t?ng
廣東油桐,木油樹,Ba?k-?u-tsh?u
廣東油桐,廣東油桐,K?g-tang-?u-t?ng
南投五月茶,南投山巴豆,L?m-t?u-suann-pa-t?u
密花五月茶,密花山巴豆,Ba?t-hue-suann-pa-t?u
枯里珍,五蕊山巴豆,G?o-lu?-suann-pa-t?u
重陽木,茄苳,Ka-tang
小紅仔珠,小紅仔珠,Si?-h?ng-?-tsu
台灣山漆莖,白仔,Pe?h-?
紅仔珠,紅仔珠,?ng-?-tsu
紅仔珠,紅心仔,?ng-sim-?
紅仔珠,紅薏仔,?ng-?-?
刺杜密,刺楠,Tsh?-l?m
土蜜樹,土密樹,Th?o-bi?t-tsh?u
土蜜樹,杜密,T?o-bi?t
土蜜樹,土知母,Th?o-ti-b?
假鐵莧,假鐵莧,K?-thih-h?ng
闊葉變葉木,大葉變葉木,Tu?-hio?h-pi?n-hio?h-bo?k
小葉變葉木,細葉變葉木,S?-hio?h-pi?n-hio?h-bo?k
裡白巴豆,柿糊,Kh?-k?o
巴豆,貢仔,K?ng-?
巴豆,管仔,K?ng-?
南仁鐵色,尖葉環蕊木,Tsiam-hio?h-hu?n-lu?-bo?k
南仁鐵色,喜蘭山環蕊木,H?-l?n-suann-hu?n-lu?-bo?k
南仁鐵色,鐵色樹,Thih-sik-tsh?u
鐵色,鐵色樹,Thih-sik-tsh?u
鐵色,濱環蕊木,Pin-hu?n-lu?-bo?k
寶島大戟,大甲草,T?i-kah-tsh?u
寶島大戟,八卦草,Pat-ku?-tsh?u
寶島大戟,八卦?,Pat-ku?-h?ng
寶島大戟,下山虎,H?-san-h?o
鵝鸞鼻大戟,鵝鸞鼻大戟,G?-lu?n-ph?nn-t?i-kik
鵝鸞鼻大戟,大甲草,T?i-kah-tsh?u
鵝鸞鼻大戟,八卦草,Pat-ku?-tsh?u
鵝鸞鼻大戟,八卦?,Pat-ku?-h?ng
鵝鸞鼻大戟,下山虎,H?-san-h?o
飛揚草,奶仔草,Ling-?-tsh?u
飛揚草,大本奶仔草,Tu?-p?n-ling-?-tsh?u
飛揚草,紅骨大本奶仔草,?ng-kut-tu?-p?n-ling-?-tsh?u
飛揚草,飛揚仔,Hui-i?ng-?
麒麟花,麒麟花,K?-l?n-hue
麒麟花,番仔刺,Huan-?-tsh?
金剛纂,火花,Hu?-hue
金剛纂,火莧心,Hu?-h?ng-sim
金剛纂,火莧,Hu?-h?ng
聖誕紅,一品紅,It-ph?n-?ng
聖誕紅,聖誕花,S?ng-t?n-hue
龍骨木,龍骨木,L?ng-kut-ba?k
千根葉,奶仔草,Ling-?-tsh?u
千根葉,紅尾仔草,?ng-bu?-?-tsh?u
千根葉,紅骨細本奶仔草,?ng-kut-s?-p?n-ling-?-tsh?u
千根葉,烏仔目草,Oo-?-ba?k-tsh?u
千根葉,細本奶仔草,S?-p?n-ling-?-tsh?u
千根葉,過路蜈蚣草,Ku?-l?o-gi?-kang-tsh?u
綠珊瑚,鐵樹,Thih-tsh?u
華南大戟,金石榴,Kim-sia?h-l?u
土沈香,山賊仔,Suann-tsha?t-?
青紫木,紅桂花,?ng-ku?-hue
台灣土沈香,台灣紫木,T?i-u?n-ts?-bo?k
白樹仔,白樹仔,Pe?h-tsh?u-?
裡白饅頭果,饅頭果,B?n-th?u-k?
披針葉饅頭果,基隆饅頭果,Ke-l?ng-b?n-th?u-k?
披針葉饅頭果,蘭嶼饅頭果,L?n-s?-b?n-th?u-k?
菲律賓饅頭果,饅頭粿,B?n-th?u-ku?
紅毛饅頭果,紅毛赤血,?ng-m?o-tshiah-hueh
細葉饅頭果,細葉赤血仔,S?-hio?h-tshiah-huih-?
細葉饅頭果,饅頭果,B?n-th?u-k?
錫蘭饅頭果,大紅心,Tu?-?ng-sim
錫蘭饅頭果,大葉饅頭果,Tu?-hio?h-b?n-th?u-k?
錫蘭饅頭果,香港饅頭果,Hiong-k?ng-b?n-th?u-k?
赤血仔,赤血仔,Tshiah-huih-?
水楊梅,水柳仔,Tsu?-l?u-?
麻風樹,巴豆,Pa-t?u
麻風樹,水漆,Tsu?-tshat
麻風樹,油桐樹,?u-t?ng-tsh?u
南洋櫻,日日櫻,Ji?t-ji?t-ing
南洋櫻,紅花假巴豆,?ng-hue-k?-pa-t?u
台灣假黃楊,烏柑仔,Oo-kam-?
台灣假黃楊,鐵屑仔,Thih-sap-?
血桐,流血樹,L?u-hueh-tsh?u
血桐,饅頭果,B?n-th?u-k?
野桐,白肉白匏仔,Pe?h-bah-pe?h-p?-?
白匏子,白葉仔,Pe?h-hio?h-?
粗糠柴,六捻仔,La?k-li?m-?
粗糠柴,柿糊木,Kh?-k?o-bo?k
粗糠柴,嘮哩仔,L?-l?-?
扛香藤,倒掛茶,T?-ku?-t?
椴葉血桐,台灣野桐,T?i-u?n-i?-t?ng
蟲屎,蟲屎,Th?ng-s?i
蟲屎,白樹仔,Pe?h-tsh?u-?
山靛,玉山秫米草,Gio?k-suann-tsu?t-b?-tsh?u
山靛,山靛,Suann-ti?nn
圓葉血桐,圓葉血桐,?nn-hio?h-huih-t?ng
圓葉血桐,血桐,Huih-t?ng
圓葉血桐,流血桐,L?u-hueh-t?ng
紫黃,刺格,Tsh?-keh
多花油柑,白仔,Pe?h-?
小返魂,小還魂,Si?-hu?n-h?n
小返魂,白珠仔草,Pe?h-tsu-?-tsh?u
小返魂,白骨珠仔草,Pe?h-kut-tsu-?-tsh?u
小返魂,細本奶仔草,S?-p?n-ling-?-tsh?u
小返魂,鴨塗珠,Ah-th?o-tsu
小返魂,葉下珠,Hio?h-h?-tsu
高雄油柑,高雄葉下珠,Ko-hi?ng-hio?h-h?-tsu
高雄油柑,高雄油柑,Ko-hi?ng-?u-kam
葉下珠,珠仔草,Tsu-?-tsh?u
蓖麻,蓖麻仔,Pi-mu?-?
蓖麻,紅杜蓖,?ng-t?o-pi
蓖麻,蓖麻,Pi-mu?
蓖麻,紅蓖麻,?ng-pi-mu?
白x臼,?仔,Kh?ng-?
白x臼,白?,Pe?h-kh?ng
白x臼,冇?,Ph?nn-kh?ng
白x臼,山?,Suann-kh?ng
烏臼,木子樹,Bo?k-ts?-tsh?u
烏臼,?仔,Kh?ng-?
烏臼,?仔樹,Kh?ng-?-tsh?u
烏臼,烏?,Oo-kh?ng
葉底珠,刺蔥,Tsh?-tshang
葉底珠,刺蔥頭,Tsh?-tshang-th?u
蜜花葉底珠,白子仔,Pe?h-ts?-?
蜜花葉底珠,白飯樹,Pe?h-pn?g-tsh?u
紅淡,牛屎茶,G?-s?i-t?
紅淡,??茶仔,T?ng-t?-?
尾葉紅淡,??茶仔,T?ng-t?-?-g?
尾葉紅淡,牛屎茶,S?i-t?-t?i
尾葉紅淡,台灣紅淡,U?n-?ng-t?m-?ng
尾葉紅淡,紅淡,T?m-bu?
尾葉紅淡,尾葉紅淡,Hio?h-?ng-t?m
禿萼紅淡,綠背楊桐,Li?k-pu?-?unn-t?ng
禿萼紅淡,??茶仔,T?ng-t?-?-g?
禿萼紅淡,牛屎茶,S?i-t?-t?i
禿萼紅淡,台灣紅淡,U?n-?ng-t?m-?ng
禿萼紅淡,紅淡,T?m-bu?
禿萼紅淡,尾葉紅淡,Hio?h-?ng-t?m-?ng
禿萼紅淡,紅淡木,T?m-ba?k-t?i
禿萼紅淡,台灣紅淡木,U?n-?ng-t?m-ba?k
鈍葉紅淡,鈍葉楊桐,Tun-hio?h-?unn-t?ng
毛柱紅淡,毛柱楊桐,M?o-thi?u-?unn-t?ng
毛柱紅淡,阿里山楊桐,A-l?-san-?unn-t?ng
毛柱紅淡,毛柱紅淡,M?o-thi?u-?ng-t?m
細葉茶梨,台灣安納士樹,T?i-u?n-an-la?p-s?-tsh?u
細葉茶梨,安納士樹,An-la?p-s?-tsh?u
細葉茶梨,細葉安納士樹,S?-hio?h-an-la?p-s?-tsh?u
細葉茶梨,細葉茶梨,S?-hio?h-t?-l?i
短柱茶樹,深山山茶,Tshim-suann-suann-t?
尾葉山茶,台灣山茶,T?i-u?n-suann-t?
尾葉山茶,台灣茶梅,T?i-u?n-t?-mu?
台灣山茶,鳳凰山茶,H?ng-h?ng-suann-t?
能高山茶,生毛胡桃,Sinn-m?o-?o-th?
柳葉山茶,金毛山茶,Kim-m?o-suann-t?
茶梅,山茶,Suann-t?
茶梅,山茶花,Suann-t?-hue
細葉山茶,油茶,?u-t?
小葉山茶,阿里山茶梅,A-l?-san-t?-mu?
小葉山茶,玉山茶梅,Gio?k-suann-t?-mu?
小葉山茶,細葉茶梅,S?-hio?h-t?-mu?
光葉山茶,光葉茶梅,Kng-hio?h-t?-mu?
楊桐,紅淡比,?ng-t?m-p?
早田氏楊桐,圓葉紅淡比,?nn-hio?h-?ng-t?m-p?
森氏楊桐,楊桐,?unn-t?ng
小葉楊桐,細葉紅淡比,S?-hio?h-?ng-t?m-p?
太平山楊桐,太平紅淡比,Th?i-p?ng-?ng-t?m-p?
厚葉柃木,台灣高山柃,T?i-u?n-ko-suann-l?ng
毛果柃木,毛果柃木,M?o-k?-l?ng-bo?k
毛果柃木,菱葉柃木,L?ng-hio?h-l?ng-bo?k
毛果柃木,菲律賓柃木,Hui-li?h-pin-l?ng-bo?k
台灣柃木,台灣柃木,T?i-u?n-l?ng-bo?k
柃木,油木,?u-bo?k
柃木,油茶,?u-t?
柃木,油葉茶,?u-hio?h-t?
薄葉柃木,薄葉柃木,Po?h-hio?h-l?ng-bo?k
薄葉柃木,紙葉柃木,Tsu?-hio?h-l?ng-bo?k
薄葉柃木,祝山柃木,Tsiok-suann-l?ng-bo?k
蓮華池柃木,蓮華池柃木,Li?n-hua-t?-l?ng-bo?k
粗毛柃木,台灣毛柃,T?i-u?n-m?o-l?ng
粗毛柃木,粗毛柃木,Tshoo-m?o-l?ng-bo?k
粗毛柃木,密毛柃木,Ba?t-m?o-l?ng-bo?k
大頭茶,大頭茶,Tu?-th?u-t?
台東大頭茶,台東大頭茶,T?i-tang-tu?-th?u-t?
烏皮茶,水冬瓜,Tsu?-tang-kue
烏皮茶,牛屎茶,G?-s?i-t?
烏皮茶,深坑山茶,Tshim-khinn-suann-t?
烏皮茶,烏皮茶,Oo-phu?-t?
木荷,高杯,Ko-pue
木荷,荷,H?
木荷,荷仔,H?-?
木荷,荷樹,H?-tsh?u
恆春木荷,杆仔皮,Kan-?-phu?
恆春木荷,高杯,Ko-pue
厚皮香,紅淡,?ng-t?m
厚皮香,紅紫,?ng-ts?
厚皮香,厚皮香,K?u-phu?-hiunn
阿里山獮猴桃,阿里山獮猴桃,A-l?-san-m?-k?u-th?
阿里山獮猴桃,紅蒂蛇,?ng-t?-tsu?
阿里山獮猴桃,羊桃,?unn-th?
阿里山獮猴桃,豬公藤,Ti-kong-t?n
台灣獼猴桃,台灣獼猴桃,T?i-u?n-m?-k?u-th?
台灣獼猴桃,紅蒂蛇,?ng-t?-tsu?
台灣獼猴桃,羊桃,?unn-th?
台灣獼猴桃,豬公藤,Ti-kong-t?n
台灣羊桃,羊桃藤,?unn-th?-t?n
水冬瓜,水冬瓜,Tsu?-tang-kue
水冬瓜,水管心,Tsu?-k?ng-sim
水冬瓜,倒吊風,T?-ti?u-hong
水冬瓜,大冇樹,Tu?-ph?nn-tsh?u
日本愛冬葉,細葉鹿蹄草,S?-hio?h-lo?k-t?-tsh?u
單花錫杖花,單花錫杖花,Tuann-hue-siah-thn?g-hue
錫杖花,錫杖花,Siah-thn?g-hue
錫杖花,破地獄,Ph?-t?-ga?k
台灣錫杖花,台灣錫杖花,T?i-u?n-siah-thn?g-hue
斑紋鹿蹄草,阿里山鹿蹄草,A-l?-san-lo?k-t?-tsh?u
高山白株樹,玉山白珠樹,Gio?k-suann-pe?h-tsu-tsh?u
白珠樹,冬青油樹,Tang-tshing-?u-tsh?u
白珠樹,鹽漆草,I?m-tshat-tsh?u
南燭,南燭,L?m-tsik
台灣馬醉木,台灣梫木,T?i-u?n-ts?m-bo?k
西施花,大屯杜鵑,Tu?-t?n-t?o-kuan
西施花,西施杜鵑,Se-si-t?o-kuan
西施花,青紫木,Tshenn-ts?-bo?k
台灣杜鵑,台灣杜鵑,T?i-u?n-t?o-kuan
小西氏杜鵑,紅星杜鵑,?ng-tshenn-t?o-kuan
烏來杜鵑,滿山紅,Mu?-suann-?ng
著生杜鵑,川上杜鵑,Tshuan-si?ng-t?o-kuan
著生杜鵑,著生杜鵑,Tio?h-sing-t?o-kuan
黃色著生杜鵑,黃色著生杜鵑,N?g-sik-tio?h-sing-t?o-kuan
埔里杜鵑,埔里杜鵑,Poo-l?-t?o-kuan
埔里杜鵑,南澳杜鵑,L?m-?-t?o-kuan
埔里杜鵑,毛柱杜鵑,M?o-thi?u-t?o-kuan
大屯杜鵑,大屯滿山紅,Tu?-t?n-mu?-suann-?ng
守城滿山紅,滿山紅,Mu?-suann-?ng
森氏杜鵑,滿山紅,Mu?-suann-?ng
中原氏杜鵑,滿山紅,Mu?-suann-?ng
米飯花,米飯花,B?-pn?g-hue
真珠花,真珠花,Tsin-tsu-hue
凹葉越橘,鳥鼠連枝,Ni?u-tsh?-li?n-ki
毛蕊花,毛蕊花,M?o-lu?-hue
鞍馬山越橘,鞍馬山越橘,An-b?-suann-ua?t-kiok
高山越橘,玉山岩桃,Gio?k-suann-gi?m-th?
巒大越橘,巒大越橘,Lu?n-tu?-ua?t-kiok
大葉越橘,來特氏越橘,L?i-ti?k-s?-ua?t-kiok
裂緣花,倒卵葉裂緣花,T?-nn?g-hio?h-li?h-i?n-hue
裂緣花,裂緣花,Li?h-i?n-hue
胡桐,紅厚殼,?ng-k?u-khak
菲島福木,福樹,Hok-tsh?u
連翹,巴草,Pa-tsh?u
連翹,連翹黃海棠,Li?n-ki?u-n?g-h?i-t?ng
連翹,湖南連翹,?o-l?m-li?n-ki?u
連翹,連翹,Li?n-ki?u
連翹,黃連翹,N?g-n?-ki?u
連翹,旱蓮子,H?n-li?n-ts?
連翹,黃海棠,N?g-h?i-t?ng
小連翹,小連翹,Si?-li?n-ki?u
小連翹,小翹,Si?-ki?u
台灣金絲桃,台灣金絲桃,T?i-u?n-kim-si-th?
雙花金絲桃,雙花金絲桃,Siang-hue-kim-si-th?
雙花金絲桃,還魂草,Hu?n-h?n-tsh?u
雙花金絲桃,小雙花金絲桃,Si?-siang-hue-kim-si-th?
雙花金絲桃,高砂金絲梅,Ko-sa-kim-si-mu?
小雙花金絲桃,小雙花金絲桃,Si?-siang-hue-kim-si-th?
地耳草,一枝香,It-ki-hiunn
地耳草,小還魂,Si?-hu?n-h?n
地耳草,出生老,Tshut-sinn-l?u
地耳草,黃花仔草,N?g-hue-?-tsh?u
地耳草,鐵釣竿,Thih-ti?-kuann
金絲桃,金線海棠,Kim-su?nn-h?i-t?ng
玉山金絲桃,原葉金絲桃,Gu?n-hio?h-kim-si-th?
玉山金絲桃,巒大金絲桃,Lu?n-tu?-kim-si-th?
玉山金絲桃,玉山金絲桃,Gio?k-suann-kim-si-th?
能高金絲桃,能高金絲桃,L?ng-ko-kim-si-th?
金絲梅,芒種花,B?ng-ts?ng-hue
金絲梅,雲南連翹,H?n-l?m-li?n-ki?u
短柄金絲桃,太平金絲桃,Th?i-p?ng-kim-si-th?
短柄金絲桃,短柄金絲桃,T?-p?nn-kim-si-th?
短柄金絲桃,無柄金絲桃,B?-p?nn-kim-si-th?
元寶草,大還魂,Tu?-hu?n-h?n
元寶草,元寶草,Gu?n-p?-tsh?u
方莖金絲桃,金絲桃,Kim-si-th?
三腺金絲桃,三線金絲桃,Sann-su?nn-kim-si-th?
三腺金絲桃,金絲桃,Kim-si-th?
賽赤楠,尖葉赤蘭,Tsiam-hio?h-tshiah-l?n
紅花瓶刷子樹,紅千層,?ng-tshian-ts?n
紅花瓶刷子樹,金寶樹,Kim-p?-tsh?u
十子木,加入昌,Ka-ji?p-tshiong
十子木,加入舅,Ka-ji?p-k?
檸檬桉,油桉樹,?u-?n-tsh?u
檸檬桉,檸檬香桉樹,L?-b?ng-hiong-?n-tsh?u
檸檬桉,由加里,?u-ka-l?
大葉桉,大葉由加里,Tu?-hio?h-?u-ka-l?
大葉桉,由加里,?u-ka-l?
肯氏蒲桃,菫寶蓮,K?n-p?-li?n
肯氏蒲桃,烏木,Oo-ba?k
肯氏蒲桃,烏口樹,Oo-kh?u-tsh?u
肯氏蒲桃,烏墨樹,Oo-ba?k-tsh?u
肯氏蒲桃,肯氏蒲桃,Kh?ng-s?-p?o-th?
肯氏蒲桃,烏墨,Oo-ba?k
扁櫻桃,稜果蒲桃,L?ng-k?-p?o-th?
扁櫻桃,八角櫻桃,Peh-kak-ing-th?
扁櫻桃,番櫻桃,Huan-ing-th?
扁櫻桃,紅果子,?ng-ku?-ts?
扁櫻桃,扁櫻桃,P?nn-ing-th?
白千層,白千層,Pe?h-tshian-ts?n
白千層,褪皮樹,Th?g-phu?-tsh?u
白千層,玉樹,Gio?k-tsh?u
白千層,日本相思仔,Ji?t-p?n-siunn-si-?
番石榴,林菝仔,N?-pua?t-?
番石榴,菝仔,Pua?t-?
番石榴,雞屎果,Ke-s?i-k?
番石榴,番石榴,Huan-sia?h-l?u
草莓番石榴,草莓番石榴,Tsh?u-m?-huan-sia?h-l?u
草莓番石榴,榕菝,Tsh?ng-pa?t
草莓番石榴,榕仔菝,Tsh?ng-?-pa?t
桃金孃,山棯,Suann-l?m
桃金孃,水刀蓮,Tsu?-to-n?
桃金孃,正毛菝仔,Tsi?nn-m?o-pua?t-?
桃金孃,白花紅棯,Pe?h-hue-?ng-l?m
桃金孃,紅棯,?ng-l?m
桃金孃,刀蓮仔,To-n?-?
小葉赤楠,細號犁頭樹,S?-h?-l?-th?u-tsh?u
小葉赤楠,山烏珠,Suann-oo-tsu
小葉赤楠,赤蘭,Tshiah-l?n
小葉赤楠,犁頭樹,L?-th?u-tsh?u
小葉赤楠,番仔掃帚,Huan-?-s?u-tsh?u
棒花赤楠,棒萼赤楠,P?ng-go?k-tshiah-l?m
棒花赤楠,蘭嶼赤楠,L?n-s?-tshiah-l?m
棒花赤楠,台灣棒花赤楠,T?i-u?n-p?ng-hue-tshiah-l?m
密脈赤楠,密脈赤楠,Ba?t-me?h-tshiah-l?m
密脈赤楠,赤楠,Tshiah-l?m
細脈赤楠,細脈赤楠,S?-me?h-tshiah-l?m
細脈赤楠,赤楠,Tshiah-l?m
台灣赤楠,大號犁頭樹,Tu?-h?-l?-th?u-tsh?u
台灣赤楠,赤楠,Tshiah-l?m
台灣赤楠,番仔掃帚,Huan-?-s?u-tsh?u
高士佛赤楠,赤楠,Tshiah-l?m
蘭嶼赤楠,蘭嶼赤楠,L?n-s?-tshiah-l?m
蘭嶼赤楠,赤楠,Tshiah-l?m
疏脈赤楠,綠島赤楠,Li?k-t?-tshiah-l?m
疏脈赤楠,赤楠,Tshiah-l?m
蓮霧,蓮霧,Li?n-b?
蓮霧,軟霧,N?g-b?
紫薇,百日紅,Pik-ji?t-h?ng
紫薇,滿堂紅,Bu?n-t?ng-h?ng
九芎,苞飯花,B?o-pn?g-hue
九芎,拘那花,Khu-n?-hue
九芎,九芎,K?u-kiong
九芎,猴毋�Z,K?u-m?-peh
水芫花,海紙錢魯,H?i-tsu?-ts?nn-l?o
水豬母奶,水豬母菜,Tsu?-ti-b?-tsh?i
水豬母奶,水豬母奶,Tsu?-ti-b?-ling
紅茄苳,五跤梨,G?o-kha-l?i
紅茄苳,五跤里,G?o-kha-l?
細蕊紅樹,細蕊紅樹,S?-lu?-?ng-tsh?u
水筆仔,水筆仔,Tsu?-pit-?
紅樹,紅茄苳,?ng-ka-tang
水茄苳,水管仔,Tsu?-k?ng-?
使君子,山羊屎,Suann-?unn-s?i
使君子,使君子,S?-kun-ts?
欖仁,枇杷樹,P?-p?-tsh?u
欖仁,欖仁,N?-j?n
訶梨勒,訶子,Ho-ts?
訶梨勒,訶梨勒,Ho-l?i-li?k
石榴,白石榴,Pe?h-sia?h-l?u
石榴,石榴,Sia?h-l?u
石榴,紅石榴,?ng-sia?h-l?u
重瓣紅石榴,紅石榴,?ng-sia?h-l?u
重瓣紅石榴,重瓣紅石榴,T?ng-p?n-?ng-sia?h-l?u
大野牡丹,木仔荔,Bo?k-?-n?i
大野牡丹,大葉金石榴,Tu?-hio?h-kim-sia?h-l?u
大野牡丹,野牡丹,I?-b?o-tan
大野牡丹,繡葉野牡丹,S?u-hio?h-i?-b?o-tan
大野牡丹,大野牡,Tu?-i?-b?o
深山野牡丹,深山野牡丹,Tshim-suann-i?-b?o-tan
深山野牡丹,大野牡丹,Tu?-i?-b?o-tan
柏拉木,山甜娘,Suann-tinn-n?u
柏拉木,柏拉木,Peh-la-bo?k
小金石榴,恆春布勒德木,H?ng-tshun-p?o-li?k-tik-bo?k
小金石榴,小金石榴,Si?-kim-sia?h-l?u
金石榴,地丁,T?-ting
金石榴,地丁金石榴,T?-ting-kim-sia?h-l?u
金石榴,金石榴,Kim-sia?h-l?u
金石榴,俄氏布勒德木,G?-s?-p?o-li?k-tik-bo?k
布勒德藤,布勒德藤,P?o-li?k-tik-t?n
布勒德藤,毛布勒德藤，野海棠,M?o-p?o-li?k-tik-t?n--i?-h?i-t?ng
台灣野牡丹藤,蔓野牡丹,B?n-i?-b?o-tan
台灣野牡丹藤,台灣野牡丹,T?i-u?n-i?-b?o-tan
